Date,Date New,Fault_Block,Fault_Block Filter,Reservoir Name,Well Name,Year,geo_latitude,geo_longitude,geo_Well Name,Number of Records,Oil Cumulative kbbl ,Oil Cut,Oil Rate bbl/d ,Water Cumulative kbbl ,Water Cut,Water Rate bbl/d 
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,28,2009,7.960905192,2.642745018,28,1,786,0.31,293,278.06,0.69,650
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,37,2009,0.274902404,3.724936509,37,1,861,0.34,232,358.49,0.66,449
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,37,2009,0.892474769,10.08684535,37,1,861,0.34,232,358.49,0.66,449
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,37,2009,6.068834972,10.60075594,37,1,861,0.34,232,358.49,0.66,449
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,35,2009,7.189066689,2.044096719,35,1,921,0.35,158,180.6,0.65,288
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,35,2009,8.533634349,1.055469899,35,1,921,0.35,158,180.6,0.65,288
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,39,2009,2.036576885,3.896792992,39,1,1226,0.39,242,538.68,0.61,383
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,39,2009,7.818901228,2.179111931,39,1,1226,0.39,242,538.68,0.61,383
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,47,2009,4.395825476,15.60616497,47,1,448,0.39,26,74.76,0.61,41
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,47,2009,5.861710162,3.232543658,47,1,448,0.39,26,74.76,0.61,41
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,44,2009,7.052069686,0.933418432,44,1,591,0.49,128,95.19,0.51,134
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,42,2009,7.374702376,11.91502321,42,1,794,0.54,430,159.6,0.46,361
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,42,2009,7.642317473,6.208522347,42,1,794,0.54,430,159.6,0.46,361
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,75,2009,3.751654628,1.840925974,75,1,231,0.54,202,106.83,0.46,174
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,75,2009,6.486378415,6.932840851,75,1,231,0.54,202,106.83,0.46,174
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,45,2009,4.163707564,5.155149086,45,1,264,0.57,176,97.56,0.43,133
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,45,2009,7.70535353,12.54804735,45,1,264,0.57,176,97.56,0.43,133
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,48,2009,1.901356002,1.925570927,48,1,241,0.57,129,369.94,0.43,99
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,48,2009,4.165958832,1.710512937,48,1,241,0.57,129,369.94,0.43,99
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,48,2009,7.587500519,6.040147411,48,1,241,0.57,129,369.94,0.43,99
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,46,2009,6.005312587,1.958006014,46,1,462,0.63,41,115.53,0.37,25
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,46,2009,7.645357111,5.489261959,46,1,462,0.63,41,115.53,0.37,25
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,338,2009,7.735596037,9.134234863,338,1,330,0.63,155,228.53,0.37,91
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,58,2009,0.778738232,7.400831509,58,1,113,0.64,89,90.84,0.36,51
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,58,2009,7.047424429,8.838853832,58,1,113,0.64,89,90.84,0.36,51
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,62,2009,1.72252783,4.923453966,62,1,359,0.66,121,110.78,0.34,61
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,62,2009,1.770902436,7.879701449,62,1,359,0.66,121,110.78,0.34,61
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,62,2009,5.042544074,7.035269352,62,1,359,0.66,121,110.78,0.34,61
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,33,2009,2.041960121,0.157486709,33,1,1611,0.73,590,261.25,0.27,217
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,33,2009,6.031890231,2.738387167,33,1,1611,0.73,590,261.25,0.27,217
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,49,2009,0.33433004,10.65256068,49,1,119,0.85,71,24.92,0.15,12
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,49,2009,3.154825445,5.00459573,49,1,119,0.85,71,24.92,0.15,12
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,79,2009,6.436943787,9.345304643,79,1,535,0.89,622,36.54,0.11,75
3/31/2009 12:00:00 AM,3/31/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,79,2009,8.226962672,12.12289085,79,1,535,0.89,622,36.54,0.11,75
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,30,2009,6.458590027,13.36632025,30,1,157,,0,212.16,,0
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,30,2009,6.68017431,7.469730267,30,1,157,,0,212.16,,0
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,30,2009,7.455766912,2.005595234,30,1,157,,0,212.16,,0
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,32,2009,0.338625532,9.939648887,32,1,738,0.1,144,1628.44,0.9,1350
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,32,2009,0.617908869,7.321596497,32,1,738,0.1,144,1628.44,0.9,1350
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,32,2009,7.501229586,6.98412709,32,1,738,0.1,144,1628.44,0.9,1350
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,28,2009,2.051787246,5.791702299,28,1,792,0.33,211,290.94,0.67,430
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,28,2009,7.960905192,2.642745018,28,1,792,0.33,211,290.94,0.67,430
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,35,2009,7.189066689,2.044096719,35,1,924,0.34,108,186.97,0.66,213
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,35,2009,8.533634349,1.055469899,35,1,924,0.34,108,186.97,0.66,213
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,39,2009,2.036576885,3.896792992,39,1,1231,0.38,176,547.24,0.62,285
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,39,2009,7.818901228,2.179111931,39,1,1231,0.38,176,547.24,0.62,285
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,37,2009,0.274902404,3.724936509,37,1,868,0.39,245,370.17,0.61,389
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,37,2009,0.892474769,10.08684535,37,1,868,0.39,245,370.17,0.61,389
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,37,2009,6.068834972,10.60075594,37,1,868,0.39,245,370.17,0.61,389
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,44,2009,7.052069686,0.933418432,44,1,594,0.44,96,98.93,0.56,125
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,48,2009,1.901356002,1.925570927,48,1,243,0.47,59,371.95,0.53,67
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,48,2009,4.165958832,1.710512937,48,1,243,0.47,59,371.95,0.53,67
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,48,2009,7.587500519,6.040147411,48,1,243,0.47,59,371.95,0.53,67
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,75,2009,3.751654628,1.840925974,75,1,235,0.53,144,110.65,0.47,127
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,75,2009,6.486378415,6.932840851,75,1,235,0.53,144,110.65,0.47,127
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,58,2009,0.778738232,7.400831509,58,1,115,0.56,75,92.6,0.44,58
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,58,2009,7.047424429,8.838853832,58,1,115,0.56,75,92.6,0.44,58
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,42,2009,7.374702376,11.91502321,42,1,804,0.57,335,167.19,0.43,253
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,42,2009,7.642317473,6.208522347,42,1,804,0.57,335,167.19,0.43,253
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,45,2009,4.163707564,5.155149086,45,1,269,0.6,136,100.24,0.4,89
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,45,2009,7.70535353,12.54804735,45,1,269,0.6,136,100.24,0.4,89
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,46,2009,6.005312587,1.958006014,46,1,464,0.6,58,116.7,0.4,39
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,46,2009,7.645357111,5.489261959,46,1,464,0.6,58,116.7,0.4,39
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,47,2009,4.395825476,15.60616497,47,1,452,0.65,137,76.93,0.35,72
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,47,2009,5.861710162,3.232543658,47,1,452,0.65,137,76.93,0.35,72
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,338,2009,7.735596037,9.134234863,338,1,334,0.65,120,230.44,0.35,64
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,33,2009,2.041960121,0.157486709,33,1,1627,0.67,529,268.92,0.33,256
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,33,2009,6.031890231,2.738387167,33,1,1627,0.67,529,268.92,0.33,256
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,62,2009,1.72252783,4.923453966,62,1,362,0.67,72,111.83,0.33,35
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,62,2009,1.770902436,7.879701449,62,1,362,0.67,72,111.83,0.33,35
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,62,2009,5.042544074,7.035269352,62,1,362,0.67,72,111.83,0.33,35
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,49,2009,0.33433004,10.65256068,49,1,121,0.76,63,25.53,0.24,20
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,49,2009,3.154825445,5.00459573,49,1,121,0.76,63,25.53,0.24,20
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,79,2009,6.436943787,9.345304643,79,1,549,0.9,480,38.21,0.1,56
4/30/2009 12:00:00 AM,4/30/2015 12:00:00 AM,Ring Type II,Ring Type II,Nor B,79,2009,8.226962672,12.12289085,79,1,549,0.9,480,38.21,0.1,56
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,201,2009,0.028450064,15.37172375,201,1,0,,,0,,
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,215,2009,2.49277112,16.10285788,215,1,70,,0,97.79,,0
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,217,2009,1.906121271,4.665692932,217,1,185,,0,40.4,,0
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,217,2009,3.574145479,6.061149983,217,1,185,,0,40.4,,0
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,61,2009,0.40527818,6.664954726,61,1,1288,0.03,75,1496.29,0.97,2107
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,61,2009,1.345488047,8.127301225,61,1,1288,0.03,75,1496.29,0.97,2107
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,61,2009,4.468803024,12.06053562,61,1,1288,0.03,75,1496.29,0.97,2107
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,40,2009,5.142884672,16.80937362,40,1,425,0.04,73,2266.55,0.96,1587
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,7,2009,0.450222965,6.30424832,7,1,1135,0.06,162,1891.32,0.94,2753
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,57,2009,0.559737154,13.6550003,57,1,356,0.06,47,527,0.94,725
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,57,2009,0.662295764,3.338838953,57,1,356,0.06,47,527,0.94,725
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,57,2009,7.239173123,0.69743191,57,1,356,0.06,47,527,0.94,725
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,60,2009,0.506219521,12.73525876,60,1,886,0.06,106,1287.97,0.94,1686
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,60,2009,5.59900386,8.137347483,60,1,886,0.06,106,1287.97,0.94,1686
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,56,2009,0.084577775,11.64872135,56,1,1491,0.07,160,1596.34,0.93,2011
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,56,2009,5.147800589,1.1392422,56,1,1491,0.07,160,1596.34,0.93,2011
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,56,2009,7.403441658,1.662030351,56,1,1491,0.07,160,1596.34,0.93,2011
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,43,2009,0.64134784,12.70222989,43,1,157,0.08,41,671.88,0.92,446
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,43,2009,3.762278985,3.710445818,43,1,157,0.08,41,671.88,0.92,446
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,43,2009,6.303498384,10.5407076,43,1,157,0.08,41,671.88,0.92,446
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,216,2009,7.555950079,1.755547623,216,1,328,0.09,133,702.83,0.91,1395
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,55,2009,2.907741421,12.58797041,55,1,704,0.12,147,1263.97,0.88,1094
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,55,2009,7.628229339,15.42697424,55,1,704,0.12,147,1263.97,0.88,1094
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,210,2009,1.904164227,0.035615989,210,1,426,0.13,80,641.71,0.87,543
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,204,2009,1.66321934,10.99311645,204,1,306,0.14,148,662.1,0.86,880
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,204,2009,5.140218991,14.07689166,204,1,306,0.14,148,662.1,0.86,880
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,206,2009,4.486604246,1.51930191,206,1,274,0.14,285,2079.39,0.86,1712
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,206,2009,7.045075368,11.20935487,206,1,274,0.14,285,2079.39,0.86,1712
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,52,2009,3.620309624,14.66089684,52,1,1103,0.15,15,775.78,0.85,83
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,211,2009,1.927653517,3.206746412,211,1,700,0.15,138,907.63,0.85,782
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,211,2009,2.077815791,11.95546998,211,1,700,0.15,138,907.63,0.85,782
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,209,2009,3.455487153,9.006652331,209,1,75,0.16,37,112.78,0.84,195
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,150,2009,6.898566768,5.24641336,150,1,235,0.17,250,340.36,0.83,1216
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,64,2009,1.200926449,14.64558275,64,1,720,0.18,158,293.61,0.82,711
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,64,2009,1.201317892,11.90192424,64,1,720,0.18,158,293.61,0.82,711
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,64,2009,6.707016467,10.06980055,64,1,720,0.18,158,293.61,0.82,711
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,224,2009,6.174308553,5.99619291,224,1,299,0.21,62,295.67,0.79,236
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,59,2009,6.465755818,15.99735062,59,1,994,0.24,306,677.46,0.76,945
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,65,2009,2.798378664,5.225527716,65,1,282,0.33,308,275.09,0.67,626
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,65,2009,4.580367142,13.46598817,65,1,282,0.33,308,275.09,0.67,626
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,8,2009,2.935822457,10.74642789,8,1,713,0.34,92,295.88,0.66,178
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,8,2009,6.388495681,10.62980464,8,1,713,0.34,92,295.88,0.66,178
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,212,2009,5.015029704,6.599959189,212,1,313,0.37,210,252.61,0.63,353
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,213,2009,6.254525206,2.85585794,213,1,145,0.38,459,257.41,0.62,750
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,202,2009,3.302680886,6.496171417,202,1,527,0.4,163,51.05,0.6,249
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,41,2009,0.774020486,3.83135187,41,1,257,0.46,207,83.9,0.54,246
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,41,2009,1.494455327,12.98738481,41,1,257,0.46,207,83.9,0.54,246
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,218,2009,2.827844314,15.38913368,218,1,144,0.46,157,112.59,0.54,185
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,218,2009,3.281631273,4.560185944,218,1,144,0.46,157,112.59,0.54,185
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,219,2009,7.408108207,10.32173327,219,1,430,0.5,97,122.81,0.5,96
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,214,2009,0.189589613,5.232801386,214,1,191,0.51,41,38.54,0.49,39
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,66,2009,5.132255983,4.584797926,66,1,408,0.52,132,71,0.48,123
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,54,2009,3.557894517,0.834771042,54,1,586,0.8,230,111.96,0.2,57
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,54,2009,7.340685826,15.55959315,54,1,586,0.8,230,111.96,0.2,57
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,525,2009,1.036611077,6.490428714,525,1,235,0.9,614,31.02,0.1,66
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,208,2009,0.314204939,1.849446415,208,1,189,0.95,1051,66.25,0.05,61
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,51,2009,3.444939738,6.658452169,51,1,306,0.97,526,235.99,0.03,17
1/31/2009 12:00:00 AM,1/31/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,51,2009,5.100464305,5.882337263,51,1,306,0.97,526,235.99,0.03,17
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,201,2009,0.028450064,15.37172375,201,1,0,,,0,,
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,217,2009,1.906121271,4.665692932,217,1,185,,0,40.4,,0
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,217,2009,3.574145479,6.061149983,217,1,185,,0,40.4,,0
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,40,2009,5.142884672,16.80937362,40,1,426,0.02,39,2312.94,0.98,1657
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,61,2009,0.40527818,6.664954726,61,1,1290,0.03,68,1557.74,0.97,2195
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,61,2009,1.345488047,8.127301225,61,1,1290,0.03,68,1557.74,0.97,2195
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,61,2009,4.468803024,12.06053562,61,1,1290,0.03,68,1557.74,0.97,2195
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,55,2009,2.907741421,12.58797041,55,1,707,0.06,84,1303.13,0.94,1399
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,55,2009,7.628229339,15.42697424,55,1,707,0.06,84,1303.13,0.94,1399
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,57,2009,0.559737154,13.6550003,57,1,357,0.06,42,546.42,0.94,694
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,57,2009,0.662295764,3.338838953,57,1,357,0.06,42,546.42,0.94,694
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,57,2009,7.239173123,0.69743191,57,1,357,0.06,42,546.42,0.94,694
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,60,2009,0.506219521,12.73525876,60,1,888,0.06,97,1334.41,0.94,1659
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,60,2009,5.59900386,8.137347483,60,1,888,0.06,97,1334.41,0.94,1659
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,210,2009,1.904164227,0.035615989,210,1,427,0.06,33,656.77,0.94,538
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,56,2009,0.084577775,11.64872135,56,1,1495,0.07,156,1655.47,0.93,2112
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,56,2009,5.147800589,1.1392422,56,1,1495,0.07,156,1655.47,0.93,2112
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,56,2009,7.403441658,1.662030351,56,1,1495,0.07,156,1655.47,0.93,2112
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,216,2009,7.555950079,1.755547623,216,1,331,0.07,119,744.6,0.93,1492
2/28/2009 12:00:00 AM,2/28/2015 12:00:00 AM,Listric Type II,Listric Type II,Nor B,7,2009,0.450222965,6.30424832,7,1,1143,0.1,296,1962.05,0.9,2526
